"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"152","@nezzascurls Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study… https://t.co/QxARD6cVvy",FALSE,0,"nezzascurls",2021-02-28 09:45:40,TRUE,"1365961211842605058","1365961357716242435","1270124525330497542","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",0,FALSE,FALSE,NA,NA
"153","Don't miss your deadline!! 
#onlineclass
#fall classes 
#Essay due
#Paper pay 
#javascript
#Case study
#Do my homew… https://t.co/Mw50gQPgOV",FALSE,0,NA,2021-02-28 09:44:58,TRUE,NA,"1365961182603927553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Best2776",3,FALSE,FALSE,NA,NA
"154","Learning #math, Interactive Addition - Touch #Invisible visible 
https://t.co/RdtPaAJpeQ",FALSE,0,NA,2021-02-28 09:43:18,FALSE,NA,"1365960763236442113",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","joonoopenstory",0,FALSE,FALSE,NA,NA
"155","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/HBgHt3Lagd",FALSE,0,NA,2021-02-28 09:37:29,TRUE,NA,"1365959295821635585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineAmerican3",0,FALSE,FALSE,NA,NA
"156","I'm here for #Math, #phycis #chemistry #Accounting help, DM for assistance.",FALSE,0,NA,2021-02-28 09:35:38,FALSE,NA,"1365958832485195779",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","real001acc_math",0,FALSE,FALSE,NA,NA
"157","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/dURlJPmlzE",FALSE,0,NA,2021-02-28 09:27:40,TRUE,NA,"1365956829243662336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OnlineAmerican3",0,FALSE,FALSE,NA,NA
"158","Fractal Curve Generators https://t.co/sbahP5jNVw #fractal #fractals #fractalcurve #fractalcurves #fractalgenerator #lsystem #math",FALSE,0,NA,2021-02-28 09:25:03,FALSE,NA,"1365956167999094790",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","eu_programming",0,FALSE,FALSE,NA,NA
"159","POPPI <U+2228> PIPOP?

#mathart #gamedev #math #indiegame #indiegamedev #education #indiedev #indiegames #edu #mathteacher… https://t.co/DmkEHf7pEq",FALSE,7,NA,2021-02-28 09:24:11,TRUE,NA,"1365955950235049985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mathematicalrun",8,FALSE,FALSE,NA,NA
"160","DM for Maths, physics, chemistry help,#essay #paper #Math
#Physics #chemistry https://t.co/serhzfMxEx",FALSE,0,NA,2021-02-28 09:23:33,FALSE,NA,"1365955793015734276",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","real001acc_math",0,FALSE,FALSE,NA,NA
"161","Need help with your papers and essays in the following;
#chem
#biology
#Math due
#Matlab
#stats
#precalc
#esssay… https://t.co/sPKWHByX71",FALSE,0,NA,2021-02-28 09:22:33,TRUE,NA,"1365955538698264578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VWritters",0,FALSE,FALSE,NA,NA
"162","1-2-3-4-5 Fish Crackers Counting Activity https://t.co/LD38PYSFLa #freeprintable #math",FALSE,0,NA,2021-02-28 09:17:14,FALSE,NA,"1365954201352888320",NA,"<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>","BestToddlerToys",0,FALSE,FALSE,NA,NA
"163","""I recognize the lion by his claw""

I/we can recognize a good twitter id by his/her single tweet.

#Newton #physics… https://t.co/EJgGS22rrC",FALSE,1,NA,2021-02-28 09:06:48,TRUE,NA,"1365951576574095361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sherlocksekar",0,FALSE,FALSE,NA,NA
"164","Great, huh?

#math #toys https://t.co/gethwXlFcR",FALSE,0,NA,2021-02-28 09:06:13,FALSE,NA,"1365951427441532928",NA,"<a href=""https://socialrabbitplugin.com/"" rel=""nofollow"">SocialRabbit Plugin</a>","learnplayshop1",0,FALSE,FALSE,NA,NA
"165","And my fav from the bunch. :) #Math #STEM #comics #nationalscienceday2021 https://t.co/dG5GHEXpKy",FALSE,2,"SangitaE007",2021-02-28 09:04:40,FALSE,"1365949394181263364","1365951040604962816","1253703939662348289","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SangitaE007",0,FALSE,FALSE,NA,NA
"166","Need assistance? Dm me for help::
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due… https://t.co/9sClNOx7OT",FALSE,2,NA,2021-02-28 09:04:09,TRUE,NA,"1365950907360411652",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prof_cecil",0,FALSE,FALSE,NA,NA
"167","Need assistance? Dm me for help::
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due… https://t.co/P7ytsmBTGY",FALSE,2,NA,2021-02-28 09:03:49,TRUE,NA,"1365950825315639299",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prof_cecil",0,FALSE,FALSE,NA,NA
"168","Are you a Zionist @AndrewYang 

?

#math",FALSE,0,NA,2021-02-28 09:02:21,FALSE,NA,"1365950454459363328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thugman112",0,FALSE,FALSE,NA,NA
"169","@EZCreepin @andym2639 @Hab514 @JulTessier17 @mckennaconor 1 cup final &gt; 5 years of mediocrity. #math",FALSE,0,"EZCreepin",2021-02-28 08:58:44,FALSE,"1365901423087652864","1365949545646071817","625196557","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dus_bern",0,FALSE,FALSE,NA,NA
"170","<U+7DDA><U+5F62><U+4EE3><U+6570><U+306E><U+4E16><U+754C><U+3002>
<U+6E96>-<U+6B63><U+8CA0><U+53CD><U+8EE2><U+4F53><U+306E><U+6027><U+8CEA><U+3002>
<U+96F6><U+884C><U+5217><U+3092><U+3064><U+304F><U+308B><U+80FD><U+529B><U+3002>
#<U+6570><U+5B66> #<U+4EE3><U+6570> #math 
https://t.co/x09qnZNezi https://t.co/o07FyehLyT",FALSE,0,NA,2021-02-28 08:50:59,FALSE,NA,"1365947593813938177",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mahora1123",0,FALSE,FALSE,NA,NA
"171","What if the acid standard ate the surround? The furtive reflection enjoys into the unsuitable category. #MATH https://t.co/qGIZ5tHHMx",FALSE,0,NA,2021-02-28 08:48:41,FALSE,NA,"1365947014836588544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Barbara26461318",0,FALSE,FALSE,NA,NA
"172","Gradient Descent for Machine Learning (ML) 101 with Python Tutorial <U+2192> https://t.co/4dJ022HoxL

#gradientdescent… https://t.co/RIeVSMnDbz",FALSE,7,NA,2021-02-28 08:48:06,TRUE,NA,"1365946870271508481",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","arXiv__ml",13,FALSE,FALSE,NA,NA
"173","---BREAK THE CODE---

A partir de 10 ans
De 2 à 4 joueurs

#breakthecode #déduction #logique #calcul #code #math… https://t.co/OXA0HPkT9B",FALSE,0,NA,2021-02-28 08:47:35,TRUE,NA,"1365946740009037824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HorizonsLudique",0,FALSE,FALSE,NA,NA
"174","A 1/3 of 3 is 1 - A 1/2 of 2 is 1 but according to the ""we made it up"" #capitalism #economic system 1 = 2 then 4 th… https://t.co/JyJSxix14J",FALSE,0,NA,2021-02-28 08:41:27,TRUE,NA,"1365945196563767298",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PercievedLogic",0,FALSE,FALSE,NA,NA
"175","Thinking ahead to the return of our revision groups, I’ve added a “Revision Board” to the site (… https://t.co/dPzXyfpjDI",FALSE,11,NA,2021-02-28 08:37:01,TRUE,NA,"1365944080283426817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PiXLMattTheApp",5,FALSE,FALSE,NA,NA
"176","@Ilikethehell @nntaleb @infseriesbot Missing link. https://t.co/k5ENDYXNSl #math",FALSE,1,"Ilikethehell",2021-02-28 08:35:52,FALSE,"1365862794730479616","1365943790796759044","3326556133","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","blogomerta",0,FALSE,FALSE,NA,NA
"177","We Deliver Best Results in
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due… https://t.co/uzSG3t8nDS",FALSE,2,NA,2021-02-28 08:34:29,TRUE,NA,"1365943442593972229",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aim_high_grader",0,FALSE,FALSE,NA,NA
"178","We Deliver Best Results in
#business law
#Math
#Algebra
#Calculus
#Statistics 
#biology 
#Nursing
#Essay due… https://t.co/euByjWF38Q",FALSE,0,NA,2021-02-28 08:33:06,TRUE,NA,"1365943095204929536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GradeElites",0,FALSE,FALSE,NA,NA
"179","3X1 Earth Day Literacy and Maths Game resource Bundle KS1/KS2 <U+0001F30D><U+2705><U+2795><U+2796><U+2797><U+2716><U+FE0F> https://t.co/JHvx8Nk8Wc #education… https://t.co/afuMjAk9z0",FALSE,1,NA,2021-02-28 08:30:47,TRUE,NA,"1365942511282376704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheResourceHub2",0,FALSE,FALSE,NA,NA
"180","Playing with a cannon firing parabola. :=)
Adjust shooting parameters
@geogebra
 https://t.co/s8R8SUoBzg
 #geogebra… https://t.co/GcoXEOXDIz",FALSE,14,NA,2021-02-28 08:16:23,TRUE,NA,"1365938886719987713",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dment37",3,FALSE,FALSE,NA,NA
"181","#Addition and #Subtraction workbook for children https://t.co/8BqHYCdPqs Learning #math for kids",FALSE,0,NA,2021-02-28 08:15:23,FALSE,NA,"1365938637532057609",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","joonoopenstory",0,FALSE,FALSE,NA,NA
"182","Not: gönderiyi begensiyseniz kaydedip, yorum yapip, arkadaslarinizla paylasarak destek olabilirsiniz.
Takip: mathec… https://t.co/HnLTmLdrfZ",FALSE,1,NA,2021-02-28 07:58:16,TRUE,NA,"1365934327796793348",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","mathecno",0,FALSE,FALSE,NA,NA
"183","Here is #nine+ a tricky #math #videogame that I've developed for #android using #flutter. Check it out!
https://t.co/rULLyiIBVw",FALSE,1,NA,2021-02-28 07:55:39,FALSE,NA,"1365933669278507008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarcoMaddiona",2,FALSE,FALSE,NA,NA
"184","god man my #Math homework is so hard i will pay for help",FALSE,5,NA,2021-02-28 07:52:53,FALSE,NA,"1365932975192477703",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ManiiLife",0,FALSE,FALSE,NA,NA
"185","Scientific and Artistic Prints on Awesome Products https://t.co/SlWwU0zjGK #laniakea #visual #embroidery #<U+041E><U+0431><U+0449><U+0430><U+044F><U+0422><U+0435><U+043E><U+0440><U+0438><U+044F><U+041E><U+0442><U+043D><U+043E><U+0441><U+0438><U+0442><U+0435><U+043B><U+044C><U+043D><U+043E><U+0441><U+0442><U+0438> #math",FALSE,0,NA,2021-02-28 07:52:22,FALSE,NA,"1365932845609463809",NA,"<a href=""http://www.livejournal.com/"" rel=""nofollow"">LiveJournal.com</a>","GenAstronomy",0,FALSE,FALSE,NA,NA
"186","I need some last minute help with my #Math homework and will pay!",FALSE,4,NA,2021-02-28 07:51:24,FALSE,NA,"1365932600292831235",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Itoastytoastow",0,FALSE,FALSE,NA,NA
"187","<U+0412><U+044B><U+0432><U+0435><U+043B> <U+0444><U+043E><U+0440><U+043C><U+0443><U+043B><U+0443> (<U+0438><U+043B><U+0438> <U+043D><U+0430><U+0434><U+0435><U+044E><U+0441><U+044C> <U+043D><U+0430> <U+0442><U+043E>, <U+0447><U+0442><U+043E> <U+0434><U+043E> <U+043C><U+0435><U+043D><U+044F> <U+0435><U+0435> <U+043D><U+0435> <U+0432><U+044B><U+0432><U+043E><U+0434><U+0438><U+043B><U+0438>:))
#Math #mathtwitter https://t.co/bctMrN9CAx",FALSE,0,NA,2021-02-28 07:46:05,FALSE,NA,"1365931261315993600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shakhin42",0,FALSE,FALSE,NA,NA
"188","<U+0412><U+044B><U+0432><U+0435><U+043B> <U+0444><U+043E><U+0440><U+043C><U+0443><U+043B><U+0443> (<U+0438><U+043B><U+0438> <U+043D><U+0430><U+0434><U+0435><U+044E><U+0441><U+044C> <U+043D><U+0430> <U+0442><U+043E>, <U+0447><U+0442><U+043E> <U+0434><U+043E> <U+043C><U+0435><U+043D><U+044F> <U+0435><U+0435> <U+043D><U+0435> <U+0432><U+044B><U+0432><U+043E><U+0434><U+0438><U+043B><U+0438>:))
#Math #mathtwitter https://t.co/4GArPZtle1",FALSE,0,NA,2021-02-28 07:45:21,FALSE,NA,"1365931079895576578",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shakhin42",0,FALSE,FALSE,NA,NA
